start_time,stop_time,delay,jitter
2023-06-23 17:37:00+00:00,2023-06-23 17:38:00+00:00,3029843.949074070,1886696.9837587000
2023-06-23 17:38:00+00:00,2023-06-23 17:39:00+00:00,3024409.727678570,1907186.1990950200
2023-06-23 17:39:00+00:00,2023-06-23 17:40:00+00:00,3011415.0088691800,1899357.6233183900
2023-06-23 17:40:00+00:00,2023-06-23 17:41:00+00:00,3003111.41163311,1908143.1460674200
2023-06-23 17:41:00+00:00,2023-06-23 17:42:00+00:00,2991919.191208790,1912881.737193760
2023-06-23 17:42:00+00:00,2023-06-23 17:43:00+00:00,2976084.557017540,1901589.1592920400
2023-06-23 17:43:00+00:00,2023-06-23 17:44:00+00:00,1737100.347345130,449430.8888888890
2023-06-23 17:44:00+00:00,2023-06-23 17:45:00+00:00,1713921.668888890,419100.2247191010
2023-06-23 17:45:00+00:00,2023-06-23 17:46:00+00:00,1703138.075055190,408489.55555555600
2023-06-23 17:46:00+00:00,2023-06-23 17:47:00+00:00,1688751.21460177,404178.34821428600
2023-06-23 17:47:00+00:00,2023-06-23 17:48:00+00:00,1685188.155210640,397326.78571428600
2023-06-23 17:48:00+00:00,2023-06-23 17:49:00+00:00,1667388.479212250,400767.9120879120
2023-06-23 17:49:00+00:00,2023-06-23 17:50:00+00:00,1651516.259911890,393692.2048997770
2023-06-23 17:50:00+00:00,2023-06-23 17:51:00+00:00,1568477.871459700,557679.0748898680
2023-06-23 17:51:00+00:00,2023-06-23 17:52:00+00:00,1382169.100877190,893919.603524229
2023-06-23 17:52:00+00:00,2023-06-23 17:53:00+00:00,1370683.528761060,893609.1722595080
2023-06-23 17:53:00+00:00,2023-06-23 17:54:00+00:00,1369855.409395970,896522.2222222220
2023-06-23 17:54:00+00:00,2023-06-23 17:55:00+00:00,1363217.158482140,902369.4382022470
2023-06-23 17:55:00+00:00,2023-06-23 17:56:00+00:00,1327984.674008810,882428.3482142860
2023-06-23 17:56:00+00:00,2023-06-23 17:57:00+00:00,1341890.055066080,779942.9203539820
2023-06-23 17:57:00+00:00,2023-06-23 17:58:00+00:00,1413664.623059870,626088.988764045
2023-06-23 17:58:00+00:00,2023-06-23 17:59:00+00:00,1331858.275555560,729285.2678571430
2023-06-23 17:59:00+00:00,2023-06-23 18:00:00+00:00,1222053.97309417,903608.8435374150
